first_page_summary,genres
"After arriving back in Hawaii from the Army, Chad Gates (Elvis Presley) defies his parents' wishes for him to work at the family business and instead goes to work as a tour guide at his girl... Read all","['Comedy', 'Musical']"
Elvis and Priscilla are one of the most famous celebrity couples of all time. But the story that lies beneath the glamorous facade is more toxic than what first meets the eye. Elvis has defi... Read all,['Documentary']
"Tulsa, a soldier with dreams of running his own nightclub, places a bet with his friend Dynamite that he can win the heart of an untouchable dancer...but when Dynamite is transferred, Tulsa ... Read all","['Comedy', 'Musical']"
"When fighting breaks out between two cultures in West Texas, the mixed-blood Pacer tries to act as a peacemaker, but the ""flaming star of death"" pulls him irrevocably into the deadly violenc... Read all","['Drama', 'Western']"
A race-car driver preparing for the Grand Prix wiles his time in Las Vegas working as a waiter to pay for his new engine and soon strikes up a romance with a beautiful young woman.,"['Comedy', 'Musical']"
"A yacht owner's spoiled daughter gets Mike fired, but a boy helps him get a job as singer at Acapulco Hilton etc. He upsets the lifeguard by taking his girl and 3 daily work hours. Mike's al... Read all","['Comedy', 'Music']"
"The Civil War has just ended, but things in the country aren't much better, especially in the south.","['Drama', 'History', 'Romance']"
"North and South is a four-part adaptation of Elizabeth Gaskell's love story of Margaret Hale, a middle-class southerner who is forced to move to the northern town of Milton.","['Drama', 'Romance']"
"America just before and during the Civil War, as seen through the eyes of an artist correspondent.","['Drama', 'History', 'War']"
"A young woman is uprooted from her idyllic village in Southern England, has her eyes opened to class warfare in the industrial North, and receives a surprising marriage proposal.","['Drama', 'Romance']"
"Covering nearly fifty years of mid-19th-century turmoil, from the tumultuous Texas Revolution to the early women's suffrage movement, ""True Women"" is a gripping tale of endurance, love, and ... Read all","['Action', 'Adventure', 'Biography']"
This Chicago-set family drama follows a policewoman who causes a rift with her three cop brothers when she decides to join the department's Internal Affairs division.,"['Crime', 'Drama']"
The legendary Native American chieftain refuses to go with his people peacefully to the reservation and starts a rebellion.,"['Action', 'Biography', 'Drama']"
"Tales from the American West in the 19th century, told from the perspective of two families, one of white settlers and one of Native Americans.","['Adventure', 'Drama', 'Romance']"
A group of doctors from the U.S. travel to work at a remote clinic in the South American tropics in an attempt to discover the true reasons they became doctors.,"['Action', 'Adventure', 'Drama']"
"A Montreal construction worker joins a band and turns out to be a long-lost rock star from 1960s New Jersey - none other than Eddie Wilson, who mysteriously disappeared after a road accident... Read all","['Drama', 'Music', 'Romance']"
"Portrays doctors and nurses from Canada, the U.S., the U.K. and other allied countries saving lives and limbs in a war zone military hospital modeled on a real facility in Afghanistan.","['Drama', 'War']"
"Shortly before Christmas, cold, impatient priest arrives in a tiny fishing village to shut down a dwindling parish's church.",['Drama']
"Angelique's Isle is a harrowing tale of perseverance and survival that unfolds during the great copper rush of 1845, when newlyweds ANGELIQUE, a young Ojibway and CHARLIE, her voyageur husba... Read all","['Drama', 'Romance', 'Thriller']"
"Jerry dreams of becoming a famous jazz singer, but to accomplish that, he must defy his father, a Jewish Cantor who opposes such a dream as a future for a son of his.","['Drama', 'Music', 'Romance']"
Idealistic engineer-trainee and his experiences in teaching a group of rambunctious white high school students from the slums of London's East End.,['Drama']
"Tyrannical, but ailing, tycoon Charles Richmond becomes very fond of his attractive Italian nurse, Maria. The nurse, in turn, falls in love with Charles' ne'er-do-well nephew Anthony, who pl... Read all","['Crime', 'Drama', 'Thriller']"
"During WWII, a Dutch family caught hiding Jews is sent to a concentration camp where their Christian faith helps them endure the hardships.","['Biography', 'Drama', 'History']"
Queen Victoria strikes up an unlikely friendship with a young Indian clerk named Abdul Karim.,"['Biography', 'Comedy', 'Drama']"
"A crusty, eccentric priest recruits three reluctant convicts to help him rescue a children's leper colony from a Pacific island menaced by a smoldering volcano.","['Adventure', 'Drama', 'Thriller']"
Two sisters befriend a mysterious foreigner who washes up on the beach of their 1930s Cornish seaside village.,"['Drama', 'Music', 'Romance']"
"When King George III goes mad, his Lieutenants try to adjust the rules to run the country without his participation.","['Biography', 'Comedy', 'Drama']"
"Laura Henderson (Dame Judi Dench) buys an old London theater and opens it up as the Windmill, a performance hall which goes down in history for, amongst other things, its all-nude revues.","['Comedy', 'Drama', 'Music']"
"British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than advertised, the Marigold Hotel nevertheless slowly begins to charm i... Read all","['Comedy', 'Drama', 'Romance']"
"True story of the lifelong romance between novelist Iris Murdoch and her husband John Bayley, from their student days through her battle with Alzheimer's disease.","['Biography', 'Drama', 'Romance']"
"A shy reclusive lady is convinced by an invisible entity to sing. Subsequently, she finds herself noticed by a sleazy talent agent and her talent being showcased on-stage. She also meets a k... Read all","['Comedy', 'Drama', 'Music']"
"As the Best Exotic Marigold Hotel has only a single remaining vacancy, posing a rooming predicament for two fresh arrivals, Sonny Kapoor (Dev Patel) pursues his expansionist dream of opening... Read all","['Comedy', 'Drama', 'Romance']"
"A dramatization of the turbulent first years of Queen Victoria's rule, and her enduring romance with Prince Albert.","['Biography', 'Drama', 'History']"
An orphaned Italian boy is raised amongst a circle of British and American women living in Mussolini's Italy before and during World War II.,"['Comedy', 'Drama', 'War']"
"In 1868 Kansas, a Lakota Sioux warrior stubbornly refuses to free the 2 white women he kidnapped, triggering a war between his tribe and General Custer's rescuing troops.","['Drama', 'Romance', 'Western']"
"A crime drama featuring main character Cat Chambers, a thief-turned-fixer for the governor of a stunning and seductive Pacific Island paradise. Impulsive, reckless and irresistible, Cat's le... Read all","['Crime', 'Drama']"
"Blanche Dubois goes to visit her pregnant sister and husband Stanley in New Orleans. Stanley doesn't like her, and starts pushing her for information on some property he knows was left to th... Read all",['Drama']
An American couple attempt to overcome the bureaucracy stopping them from adopting a Romanian child.,['Drama']
"A young mother hands her children into what she thinks is a childcare center while she finds a new home, but returns to find that they have been adopted out without her knowledge.",['Drama']
"A heated custody battle ensues between the loving foster parents of a little girl, and the father who is apparently molesting her when she stays with him.",['Drama']
"The story of Ernie Kovacs, a talented radio and TV presenter and entertainer ahead of his time, who tried to make his shows as innovative and quirky as budget and censorship would allow. Ign... Read all","['Biography', 'Drama']"
"Abandoned by their parents, the young children of the Clawson family are put in the care of local authorities. However, rather than being kept together, the siblings are sent to live at diff... Read all",['Drama']
A young man falls for his girlfriend's mother.,"['Comedy', 'Drama']"
R.P.M. stands for (political) revolutions per minute. Anthony Quinn plays a liberal college professor at a west coast college during the heady days of campus activism in the late 1960's. Rad... Read all,['Drama']
A brother and sister find romance and good clean fun at the state fair in Dallas.,"['Musical', 'Romance']"
A child's references to satanic rituals initiate a custody battle between his divorced mother and his grandmother in this fact-based story.,['Drama']
"A widowed brain surgeon from Manhattan moves his two children to the small mountain town of Everwood, Colorado.",['Drama']
"Teenage Julie Thurston has no wheels, so she hitchhikes to get around. Unfortunately, a psychopath is roaming the highways, picking up young girls and raping them.",['Drama']
"Inspired by Banjo Paterson's famous poem, The Man from Snowy River, this series is about cattle rancher Matt McGregor, his family, and their neighbours in the township of Paterson's Ridge in... Read all","['Drama', 'Western']"
"Elizabeth Thatcher, a young schoolteacher from a wealthy Eastern family, migrates from the big city to teach school in a small coal mining town in the west.","['Drama', 'History', 'Romance']"
"A young Englishwoman goes to the Hebrides to marry her older, wealthier fiancé. When the weather keeps them separated on different islands, she begins to have second thoughts.","['Drama', 'Romance']"
"Follows Guy Simmons, a notorious mobster and the patriarch of the Simmons family, the southern underworld's ruling crime family, as he fights for his life, a sibling rivalry erupts, threaten... Read all",['Crime']
"What do you do when the party of the year kicks you to the curb? Simple... create your own! When Sean (Franz Drameh, Attack the Block) and his friends are refused entry to the night of their... Read all","['Comedy', 'Drama']"
"This lavish period drama tells the story of Eleanor Bramwell (Jemma Redgrave), a pioneering female doctor in the late nineteenth century, and the struggles she has with her friends, her coll... Read all",['Drama']
Three generations of strong and independent women living together in the small farm town of Port Haven embark on an enlightening journey none of them could have imagined as they learn how to... Read all,['Drama']
Three sisters of the wealthy Yi family vie to inherit their father's business empire.,"['Drama', 'History', 'War']"
"The murder of a young boy in a small coastal town brings a media frenzy, which threatens to tear the community apart.","['Crime', 'Drama', 'Mystery']"
"After his wife Rita's fatal car accident, Dave tries to raise his four children, helped by Rita's best friend Sarah. Things get complicated when mourning gives way to romantic feelings, whil... Read all",['Drama']
After Miranda splits up with her creepy boyfriend Brendan because he read her diary she finds out that he is now going out with her sister Kerry and later proposes to her.,"['Drama', 'Mystery', 'Thriller']"
A junior barrister celebrated for spiriting people out of tight legal corners represents an accused murderer.,"['Drama', 'Thriller']"
"Olivia and Alex are a lesbian couple who, despite their age difference, are very much in love. As the question of pregnancy rears its head and their neighbor John befriends them, they both s... Read all",['Comedy']
"Political drama series about a marriage between two politicians, and what happens when the wife's career starts to overshadow her husband's.",['Drama']
"A French remake of the British crime drama Broadchurch, set in Corsica.","['Crime', 'Drama', 'Mystery']"
"During the 1960s, a renegade Scottish psychiatrist courts controversy within his profession for his approach to the field, and for the unique community he creates for his patients to inhabit... Read all","['Biography', 'Drama', 'History']"
"A military attaché at the French embassy is drawn into a world of abduction, betrayal and intrigue in the diplomatic salons and back alleys of Warsaw.","['Action', 'Adventure', 'Drama']"
"When a seemingly perfect and happy family is murdered by someone they knew and trusted, cracks appear on the surface of a supposedly idyllic community.","['Crime', 'Drama', 'Mystery']"
Alan and Tricia Hamilton are blissfully happy. One day their perfect life is torn apart when Alan steps in front of a passing car. He's left with a brain injury that completely transforms hi... Read all,['Drama']
"Soon after local entrepreneur Ripley Holden (Morrissey) opens his arcade in his beloved home town of Blackpool, a murder investigation makes tears at the fabric of his personal and professio... Read all","['Comedy', 'Crime', 'Drama']"
"A film producer who owes money to a mobster tries to ""accidentally"" kill his aging movie star for an insurance scam so he can payoff his debt, but he begins to realize that the movie they're... Read all","['Comedy', 'Crime']"
"Wayne and Biggs grow up together on the tough and dangerous streets of Kingston, Jamaica. Eventually moving to Miami, they begin a ruthless climb to the top of a criminal enterprise as they ... Read all","['Action', 'Crime', 'Drama']"
"Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.","['Comedy', 'Crime']"
An uptight and by-the-book cop (Reese Witherspoon) tries to protect the outgoing widow (Sofia Vergara) of a drug boss as they race through Texas pursued by crooked cops and murderous gunmen.,"['Action', 'Comedy', 'Crime']"
"After getting hired to probe a suspicious death in the small town of Wander, a mentally unstable private investigator becomes convinced the case is linked to the same 'conspiracy cover up' t... Read all",['Thriller']
"Ex undercover UK cop turned police chief of a small town in the Canadian Rockies does what he must to defend his family from those in power whether it's the oilmen, the preachers or the gang... Read all","['Crime', 'Drama', 'Thriller']"
A former FBI agent turned small-town sheriff agrees to help the FBI chief infiltrate the Chicago mafia when the FBI chief's son is killed by them.,"['Action', 'Crime', 'Thriller']"
A long-time married couple who've spent their lives together in the same New York apartment become overwhelmed by personal and real estate-related issues when they plan to move away.,"['Comedy', 'Drama']"
An ancient evil awakens in a small Mexican village and many people fall victim to its curse. It is up to a mystical doctor to try and stop this evil power before it is too late.,['Horror']
A corrupt border Agent decides to clean up his act when an impoverished woman's baby is put up for sale on the black market.,"['Crime', 'Drama']"
A daydreamer convinces his radio personality brother to help fund one of his get-rich-quick schemes.,['Drama']
Critically Acclaimed documentary from director Lech Kowalski (DOA) following the life and times of a down-and-out heroin addict in 1980s New York.,['Documentary']
A voyeuristic hotel clerk becomes the subject of a murder investigation.,"['Crime', 'Drama', 'Mystery']"
A G.I. Joe spin-off centered around the character of Snake Eyes.,"['Action', 'Adventure', 'Crime']"
"Two streetwise cops bust criminals in their red-and-white Ford Gran Torino, with the help of police snitch, Huggy Bear.","['Action', 'Crime', 'Drama']"
"After a severely injured test pilot is rebuilt with nuclear-powered bionic limbs and implants, he serves as an intelligence agent.","['Action', 'Crime', 'Drama']"
"After fully recovering from her nearly fatal bout of bionic rejection, Jaime Sommers, the first female cyborg, is assigned to spy missions of her own.","['Action', 'Adventure', 'Drama']"
"Four Vietnam vets, framed for a crime they didn't commit, help the innocent while on the run from the military.","['Action', 'Adventure', 'Crime']"
The adventures of the greatest of the female superheroes.,"['Action', 'Adventure', 'Fantasy']"
The adventures of two California Highway Patrol motorcycle officers.,"['Crime', 'Drama', 'Mystery']"
"The romantic and comic tales of the passengers and crew of the cruise ship, Pacific Princess.","['Comedy', 'Drama', 'Romance']"
The globe-trotting adventures of amateur detectives Jonathan and Jennifer Hart.,"['Action', 'Adventure', 'Crime']"
"The adventures of the fast-drivin', rubber-burnin' Duke boys of Hazzard County.","['Action', 'Comedy']"
The adventures of a Hawaii-based private investigator.,"['Action', 'Adventure', 'Crime']"
A fugitive scientist has the curse of becoming a powerful green monster under extreme emotional stress.,"['Action', 'Adventure', 'Drama']"
A lone crimefighter battles the forces of evil with the help of a virtually indestructible and artificially intelligent supercar.,"['Action', 'Crime', 'Drama']"
Follows hard-to-please Aurora looking for love and her daughter's family problems.,"['Comedy', 'Drama']"
"Gabriel Conroy and wife Gretta attend an early January dinner with friends at the home of his spinster aunts, an evening which results in an epiphany for both of them.",['Drama']
An emotionally distant writer of travel guides must carry on with his life after his son is killed and his marriage crumbles.,"['Drama', 'Romance']"
"Take two rival television reporters: one handsome, one talented, both male. Add one producer, female. Mix well, and watch the sparks fly.","['Comedy', 'Drama', 'Romance']"
A gay man and a political prisoner are together in a prison. The gay man narrates the stories of two fake movies and his own life.,['Drama']
"In 1968 California, a woman whose husband is a Marine officer fighting in Vietnam falls in love with a former high school classmate who suffered a paralyzing combat injury in the war.","['Drama', 'Romance', 'War']"
"Two former British soldiers in 1880s India decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great.","['Adventure', 'War']"
The son of a Jewish Cantor must defy the traditions of his religious father in order to pursue his dream of becoming a jazz singer.,"['Drama', 'Music', 'Musical']"
"In a corrupt city, a small-time gangster and the estranged wife of a pot dealer find themselves thrown together in an escapade of love, money, drugs and danger.","['Crime', 'Drama', 'Romance']"
"4 Gangs Rule Las Vegas: Black, White, Asian, Mexican, only one will win - or will they in this Comedy, Drama, Ghost story.","['Action', 'Drama']"
"Cordell Walker and his partner, James Trivette, are Texas Rangers. They make it their business to battle crime in Dallas and all around the state of Texas.","['Action', 'Adventure', 'Crime']"
"LORENZO LAMAS, television and film star of television and film, utilizes all his knowledge gathered from great scripts to help you become a happier, healthier couple.","['Short', 'Comedy']"
Nick Bonetti is a cop from New York who accidentally shot a twelve-year-old girl. His department felt that it would be best that he leave New York until all the excitement dies down. So he i... Read all,"['Action', 'Comedy', 'Crime']"
"A smart alecky San Francisco, California cop and his get rich quick scheme of a partner keep tabs on crime and take down the bad guys in the Bay Area.","['Action', 'Crime', 'Drama']"
"""Cassy"" St. John and Tom Ryan are the new duo in town. It is now their job to catch the killers of Palm Beach.","['Crime', 'Drama', 'Mystery']"
A mother whose child was killed in a dingo attack in the Australian Outback fights to prove her innocence when she is accused of murder.,"['Biography', 'Drama']"
Anna and Mike portray two characters in a film set in 19th century England who fall in love despite the fact that Mike's character is engaged.,"['Drama', 'Romance']"
"A young Englishwoman spends twenty years to make whatever kind of life for herself, at the expense of others around her, in post-World War II England.",['Drama']
"A worker at a plutonium processing plant is purposefully contaminated, psychologically tortured and possibly murdered to prevent her from exposing worker safety violations at the plant.","['Biography', 'Drama', 'History']"
She's a magazine writer who gives up her career for love and family. He's a playboy newspaper columnist who can't quite give up his old tricks. And if that combination doesn't give a relatio... Read all,"['Comedy', 'Drama']"
A substance-addicted actress tries to look on the bright side even as she is forced to move back in with her mother to avoid unemployment.,"['Comedy', 'Drama']"
"Continuing the story of Aurora Greenway in her latter years. After the death of her daughter, Aurora struggled to keep her family together, but has one grandson in jail, a rebellious grandda... Read all","['Comedy', 'Drama', 'Romance']"
A Vietnam vet comes home to his small town and finds himself in conflict with rules that his brother has vowed to uphold.,['Drama']
A married woman and a drifter fall in love and then plot to murder her husband.,"['Crime', 'Drama', 'Film-Noir']"
"During a televised debate on the Algerian war in the early 1980s, Professor Paulet denounced the methods of Captain Caron, killed in action in 1957. The widow of the captain, Patricia, decid... Read all","['Drama', 'War']"
"No wonder Bisexual Attorney Alain is confused. He's bedding his female boss, his guilty of murder client, the client's hairdresser girlfriend and a precocious boy who knows what he wants and... Read all","['Comedy', 'Romance', 'Drama']"
"A young resistance fighter tries to deal with the harsh reality of post-war Poland, where Communists have come to power.","['Drama', 'War']"
Justin Mollenard is a sailor and arms smuggler who does not support the hypocrisy of society. He has a wife in Dunkirk who reproaches him the fact of having neglected the family for many yea... Read all,['Drama']
"In the sixteenth century, Spain occupies Flanders, an Inquisition enforces the faith. Aging writer and philosopher, Zénon Ligre, comes to Bruges using a false name and papers to serve as a p... Read all","['Drama', 'History']"
"Set in the early 20th century, class distinctions and troubled relations affect the relationship between two families and the ownership of a cherished British estate known as Howards End.","['Drama', 'Romance']"
"During an extreme heatwave, a beautiful Florida woman and a seedy lawyer engage in an affair while plotting the murder of her rich husband.","['Crime', 'Drama', 'Romance']"
"Working class couple Antoine and Antoinette dream of a better life. In the midst of constantly fending off the unwanted attention of men, especially the grocer Monsieur Roland, Antoinette pu... Read all","['Comedy', 'Drama']"
"A rowdy woman is so forceful that she outdoes her husband in a loud cry against speculators who refuse poor people entrance to a block of new apartments, built after WW2. Without noticing it... Read all","['Comedy', 'Drama']"
"Upon his return to his ancestral homeland, an American man is bitten and subsequently cursed by a werewolf.","['Drama', 'Fantasy', 'Horror']"
The wife of a university research scientist believes that her lakeside Vermont home is haunted by a ghost - or that she is losing her mind.,"['Drama', 'Horror', 'Mystery']"
A District Attorney is terrorized by the criminal he put away years ago when he was a cop.,"['Action', 'Crime', 'Drama']"
A Florida police chief must solve a vicious double homicide before he himself falls under suspicion.,"['Crime', 'Drama', 'Mystery']"
"The secret U.S. abduction of a suspected terrorist leads to a wave of terrorist attacks in New York City, which leads to the declaration of martial-law.","['Action', 'Thriller']"
,"['Short', 'Sci-Fi']"
"A racist cop receives a heart transplant from a black lawyer he hates, who returns as a ghost to ask the cop to help take down the men who murdered him.","['Comedy', 'Crime', 'Drama']"
Some of the best young pianists on the planet try to make a name for themselves at a grueling piano competition.,"['Documentary', 'Biography', 'Music']"
"A U.S. Army officer, despondent about a deadly mistake he made, investigates a female chopper commander's worthiness for the Medal of Honor.","['Action', 'Drama', 'Mystery']"
"When police officer Xavier Quinn's childhood friend, Maubee, becomes associated with murder and a briefcase full of ten thousand dollar bills, The Mighty Quinn must clear his name. Or try to... Read all","['Action', 'Crime', 'Drama']"
"A Black war hero is hired to find a mysterious woman, and gets mixed up in a murderous political scandal in 1948 Los Angeles.","['Crime', 'Drama', 'Mystery']"
"Homicide detective John Hobbes witnesses the execution of serial killer Edgar Reese. Soon after the execution, the killings start again, and they are very similar to Reese's style.","['Action', 'Crime', 'Drama']"
"After three British Agents are assigned to assassinate a mysterious German spy during World War I, two of them become ambivalent when their duty to the mission conflicts with their conscienc... Read all","['Mystery', 'Thriller']"
A landlady suspects that her new lodger is the madman killing women in London.,"['Crime', 'Drama', 'Mystery']"
"After killing a man in self-defense, a young woman is blackmailed by a witness to the killing.","['Crime', 'Drama', 'Thriller']"
"In Cornwall, 1819, a young woman discovers she's living near a gang of criminals who arrange shipwrecks for profit.","['Adventure', 'Crime']"
"A juror in a murder trial, after voting to convict, has second thoughts and begins to investigate on his own before the execution.","['Crime', 'Mystery', 'Thriller']"
"A grieving couple move to a remote Irish village in the wake of their baby daughter's death. They soon take in an orphaned autistic girl, only to become involved in a series of strange occur... Read all","['Drama', 'Horror', 'Thriller']"
A family reunion at a remote mansion takes a lethal turn when they are trapped inside and forced to play a deadly survival game where only one will make it out alive.,"['Horror', 'Mystery', 'Thriller']"
A family man finds himself trapped in the crawlspace of a remote Oregon cabin where ruthless poachers have stashed their gains.,['Thriller']
"A group of college friends rent a smart house for a weekend of partying. Later, they start to realize that Margaux, the house's super advanced AI system, has sinister designs for them.","['Horror', 'Thriller']"
"This time, horror comes fron the other side.","['Horror', 'Thriller']"
"After a near-fatal car accident, Sam (Meyers) wakes to discover he is trapped in an abandoned hospital by mysterious and sinister forces that have no intention of letting him leave.","['Horror', 'Thriller']"
"Kyra's dreams of being a jeweler have been put on the backburner, as her demanding job at the Sawyer Country Club is her priority. When a vacant shop becomes available in town, Kyra sees an ... Read all","['Comedy', 'Romance']"
"Deep within the ruins of an abandoned theme park, Kelly Q is trapped and needs your help. Immerse yourself in this thrill-ride horror show and defy the laws of physics on the most dangerous ... Read all",['Horror']
"In Italy, during World War II some American soldiers find an alien UFO.","['Action', 'Adventure', 'Sci-Fi']"
A contemporary urban thriller about the bloody journey of a Brussels subway driver.,"['Crime', 'Drama', 'Thriller']"
A beautiful young woman left blind by a hit-and-run must unmask her attackers before they strike again and lay claim on her $500 million inheritance.,"['Crime', 'Horror', 'Mystery']"
A young Iranian mother and her six-year-old daughter find refuge in an Australian women's shelter during the two weeks of the Iranian New Year (Nowruz).,['Drama']
An Indigenous teenager discovers photography during a youth trip in Western Australia.,['Drama']
Five women participate in a hiking retreat but only four come out the other side. Federal agents Aaron Falk and Carmen Cooper head into the mountains hoping to find their informant still ali... Read all,['Thriller']
"In this darkly comic thriller set in Melbourne at Christmastime 1999, a career-crazed journalist dredges up the sordid secrets of an infamous socialite after she mysteriously disappears.","['Comedy', 'Drama', 'Mystery']"
"A 17 year-old student is forced to get off the fence he has actively sat on all his life to stand up for himself, his whanau (family) and his future in this heartwarming story of identity.",['Drama']
,['Comedy']
"While self-isolating, film star Sam Neill decides to take a bath only to realize that his colleague Hugo Weaving has appeared in his bathtub with the same idea. Part of Neill's Cinema Quaran... Read all","['Short', 'Comedy']"
"After years of estrangement, trans woman Davina Savage returns home for Christmas expecting her transition to be the focus, but it's overshadowed by family secrets and lies which threaten no... Read all",['Comedy']
"A once-famous actor is now performing as Santa Claus in a mall because of his alcohol addiction. After accidentally meeting his estranged daughter, he seeks help for his recovery so he can e... Read all",['Comedy']
"After an accidental death during an interrogation, a police team is disbanded and imprisoned. Once released, the former leader reunites the group to persistently pursue the remaining suspect... Read all","['Crime', 'Drama']"
"Daniel is preparing an exhibition of his work from the world's war zones. When Sebastian learns that this exhibition may display photographs of a massacre in his village, he finds Daniel and... Read all",['Drama']
"Chief police investigates a series of murders in a riverside town in rural China in the 1990s. An arrest is made quickly, clues push the policeman to dive deeper into the hidden behaviour of... Read all","['Crime', 'Drama', 'Mystery']"
"A feature film adaptation of Australian music legend Paul Kelly's classic song, 'How to Make Gravy'.",['Drama']
An urban crime drama film which will cover topics from anti-corruption to anti-crime.,"['Crime', 'Drama', 'Thriller']"
"Chen Miao, an editor in chief of a grassroots journalism platform, encountered a series of follow-up events after publishing a popular article.",['Drama']
"In 1940, within the premises of the Nanjing Security Bureau under the puppet government of Wang Jingwei, various conflicting forces converged, and dangers lurked at every corner.","['Drama', 'Mystery']"
"It is a story about the redemption of three man, a cab driver who never takes credit for helping others, a auxiliary policeman who never asks for promotion even when he risks his life to ser... Read all","['Crime', 'Drama']"
"Discovering that he is only the third most wanted fugitive in Taiwan, a criminal embarks on a journey to overtake the first two.","['Action', 'Crime', 'Drama']"
"A few years after the outbreak of the Anshi Rebellion, the Tubo army attacked the southwest. Gao Shi, who was trapped in the isolated city, recalled his life with Li Bai to the eunuch of the... Read all","['Animation', 'History']"
"A prosecutor on his last case deals with a colleague to exonerate a suspect, making the law just.",['Drama']
"When a mysterious death occurs, the lives of five unexpected strangers are suddenly intertwined together. A drug trafficking crime is unveiled, and through the twists and turns of the invest... Read all","['Crime', 'Drama', 'Romance']"
A former boxing champion decides to break a few rules and train orphans from China's remote countryside in order to give them a future.,"['Action', 'Drama', 'Sport']"
"In 2047 rebels created an encrypted communication network. Among them, Serena, a teenager secretly develops glasses to detect vortexes. What will this opening to the unknown reveal?",['Sci-Fi']
"A British couple's marriage is on the rocks, sails to the Caribbean in hopes of saving their marriage. After a seemingly harmless bar fight between the husband and a mysterious drifter, the ... Read all","['Action', 'Adventure', 'Thriller']"
"After meeting online, transatlantic lovers Aviva and Eden embark on a tumultuous courtship, love affair and marriage. The couple struggles, separates, and tries to get back together, as dual... Read all","['Drama', 'Music', 'Romance']"
"A mysterious, erotic and haunting love story between a writer/professor at Puerto Rico's leading University and an aspiring artist from the immigrant Chinese community.","['Romance', 'Thriller']"
"Follows policeman Robert Goc, who becomes engaged in an international investigation to find a girl who was kidnapped by Russian mafia.","['Action', 'Crime', 'Drama']"
Out of the Fight is a feature film dealing with a hardened US Army Soldier fighting the demons of Post Traumatic Stress Disorder (PTSD).,"['Action', 'Drama', 'War']"
"Kaiko City is plagued with poverty and crime. When a corrupt businessman decides to run for mayor and starts eliminating opponents from the rival mafia, a former police captain serving time ... Read all","['Action', 'Crime']"
"According to the true story of Abdolrasoul Zarrin, he was the Iranian sniper of the Iran-Iraq war, who is known as the best sniper in the contemporary world wars with a record of 3,000 succe... Read all","['Biography', 'Drama', 'War']"
"When reclusive Franklin cheats on his partner with a mysterious girl he meets on a dating app, it becomes the start of a deadly obsession.",['Thriller']
"In an underground facility, five scientists wake from cryosleep with no memory of who they are or how long they've been asleep. They soon make a shocking realization: a killer is hunting the... Read all","['Mystery', 'Sci-Fi', 'Thriller']"
"Dan Freeman an obsessive UFO Hunter roams the Nevada desert around AREA 51 searching the skies for contact, but alone in the desert he awakens to a deeper mystery.","['Drama', 'Sci-Fi']"
A 911 dispatcher receives a call from a 16-year old kidnapping victim named Sidney Gomez. What follows is a race against time to bring Sidney home. Inspired by true events.,"['Short', 'Crime', 'Drama']"
Produced in 17 different countries entirely virtually during the 2020 global pandemic.,['Thriller']
"A woman, after an eerie phone call with a worried friend, is alerted to a presence in her home that threatens to reveal the true nature of her newest relationship.","['Short', 'Drama', 'Horror']"
"When a tragedy strikes, a group of friends learn some secrets are better left buried. On the surface Ariel and Greg appear to be the perfect couple, until Greg goes missing and Ariel's world... Read all",['Drama']
"A war criminal in hiding forms a relationship with his only connection to the outside world, his maid.","['Drama', 'Thriller', 'War']"
A team of paranormal investigators search an old abandoned home hoping to solve the mystery of its missing inhabitants. They soon discover spirit activity much stronger than anticipated and ... Read all,['Horror']
"A young medical student finds himself entrenched in a web of intrigue when he's sent to care for the former US Ambassador to Syria. Christopher Cousins, Vivica A. Fox and Missi Pyle co-star ... Read all","['Mystery', 'Thriller']"
One solitary man at the rudder in a small open boat ploughs through a troubled sea off the Dutch coast.,"['Crime', 'Drama', 'Mystery']"
"Maybe pregnant, 20 years old Lissa revises her life.",['Drama']
"As humanity keeps on destroying the only place they can call home, we are reminded of its beauty by a powerful journey through images and words.","['Short', 'Adventure']"
Four retired mobsters plan one last crime to save their retirement home.,"['Comedy', 'Crime']"
Two gangsters threaten the owner of an upscale restaurant after his son can't pay a gambling debt.,"['Crime', 'Drama']"
John Gotti rises to head the powerful Gambino crime family before being convicted in 1992 of racketeering and murder.,"['Biography', 'Crime', 'Drama']"
"With his partner executed in broad daylight by a psychotic mafia enforcer, a veteran Brooklyn officer vows revenge. But is the unstoppable detective prepared to face the truth and pay the pr... Read all","['Action', 'Crime', 'Drama']"
The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice's united mob.,"['Action', 'Comedy', 'Crime']"
Grieving hairdresser Justice goes on a road trip from South Central L.A. to Oakland on a mail truck alongside her friend and an obnoxious postal worker.,"['Drama', 'Romance']"
Five different criminals face imminent death after botching a job quite badly.,"['Crime', 'Drama', 'Thriller']"
"Four inner-city teenagers get caught up in the pursuit of power and happiness, which they refer to as ""the juice"".","['Action', 'Crime', 'Drama']"
A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.,"['Crime', 'Drama', 'Thriller']"
"A young man from Harlem, forced to cope with the 1980s drug scene, builds an illegal empire, only to have a crisis of conscience.","['Action', 'Crime', 'Drama']"
